feature,label
"[-205.69429     173.98277      -2.3254266    66.41675       8.234836
   16.439623     -4.125179     -1.9830952   -38.882862     -1.3768262
   -1.5725008    13.078898     -5.445678     11.861028     -3.5001051
    3.932977      4.9541607     9.104472     -5.2157083    -5.6041317
   -0.570012    -10.592342     -7.3853188    -5.0773373     4.3817143
   -0.62211984   -3.9916866    -0.9578926    -3.4162788   -10.545748
   -2.9082034     8.425564     -1.1099972    -7.8921056     1.2413769
   -0.76331794   -0.42306405   -1.349283     -0.67406523   -1.5124862 ]",engine_idling
"[-2.3840205e+02  1.4999889e+02 -4.6885143e+01  3.4537853e+01
 -2.5926123e+01  1.6025610e+01 -4.7411628e+00  1.2197737e+01
 -1.7253891e+01  1.6657066e+01 -1.0343518e+01  4.7442575e+00
 -7.3004537e+00  1.5221808e+01 -6.2870035e+00  8.6585598e+00
 -4.0115080e+00 -3.1953661e+00 -5.1209822e+00  7.0027103e+00
 -4.1091137e+00 -4.2019507e-01 -5.9176111e+00 -3.8512418e+00
 -1.1869867e+00 -7.6251611e-02 -6.3263807e+00  1.7133131e+00
  3.3908396e+00  4.2187328e+00 -6.6498909e+00 -7.2680807e+00
  1.8305659e-01  1.9282058e+00 -1.5329646e+00  1.7283151e+00
 -1.0436890e+00 -8.5753288e+00 -5.7640176e+00  2.7811577e+00]",car_horn
"[-2.5779980e+02  1.5152644e+02 -5.0293747e+01  1.5709951e+01
  1.0558503e-01  2.1916323e+01 -1.6067717e+01  6.3920560e+00
 -9.4941702e+00  1.1892440e+01 -8.4750710e+00  4.5131426e+00
 -8.7403717e+00 -2.4074697e-01 -1.5718546e+00 -3.4289579e+00
 -7.9671116e+00  7.3046536e+00 -1.7350950e+00 -3.0159411e+00
 -6.1464572e-01  8.0665388e+00 -7.1101451e-01  4.0216599e+00
 -8.2129536e+00  2.7055247e+00  1.3602065e+00  1.0650125e+00
 -5.2716255e+00 -6.7710561e-01  2.6297984e+00  3.8269629e+00
 -4.8921070e+00  3.0529430e+00  1.4543169e+00  2.8421791e+00
  8.5004026e-01 -1.0054222e+00 -4.0569148e+00  3.6231875e-01]",air_conditioner
"[-35.36062     53.92183    -47.727036     3.4123857  -18.516973
   2.2363331  -14.757421     8.669423   -14.196871    15.364546
 -16.5175       8.503357   -16.70598      8.589805   -10.31862
   6.5299444  -12.08862      9.920482    -9.71934      3.4899528
  -3.1561873    2.2484791  -12.033144    -0.94845337  -1.7478359
   5.4735928   -6.029734     3.8843744   -2.147975     1.2683047
  -4.516582     3.9011838   -3.8053882   -1.7124748   -6.35871
  -0.10147495  -2.1521437   -1.8412918   -5.648655    -0.40273893]",drilling
"[-2.7221857e+02  1.0948818e+02 -6.5627312e+01  3.0244682e+01
 -2.6899149e+01  1.8085833e+01 -2.5004368e+00  8.0391140e+00
 -5.3603387e+00  1.3835708e+01 -1.1975839e+01  1.9880537e+01
 -7.4974217e+00  1.3732775e+01 -9.6175013e+00  7.8629780e+00
 -5.5424500e+00  5.6798849e+00 -5.4915452e+00  3.9192820e+00
 -4.8102746e+00  4.7566833e+00 -3.0945981e+00  2.9673307e+00
 -3.1081984e+00  2.2827508e+00 -2.3567460e+00  7.3032725e-01
 -2.2239850e+00  7.8046864e-01 -3.4284549e+00  3.1534311e-01
 -3.9806783e+00 -1.2485681e-01 -1.3668174e+00 -1.8957488e-01
 -3.0636845e+00 -6.4870530e-01 -2.5449042e+00 -2.1652339e+00]",children_playing
"[-3.1757824e+01  1.6322189e+02 -5.2648323e+01  2.0591019e+01
 -3.5002354e+01  2.2059605e+00 -1.2030754e+01 -1.8680654e-01
 -1.8710854e+01  4.7762303e+00 -1.4494257e+01  5.7824445e+00
 -1.3245376e+01  5.6267872e+00 -9.3778677e+00  4.6057205e+00
 -4.4351964e+00  2.4537768e+00 -6.2218684e-01  1.1560653e+00
 -1.1080283e+00 -3.9835545e-01 -2.9776285e+00 -2.5929919e-01
  3.2711893e-01  9.3784922e-01  1.1992450e+00 -1.0931088e+00
 -1.0645496e+00  1.6227084e-01  5.9383446e-01  7.4601489e-01
 -2.4207947e-01 -1.2998245e+00  1.0237827e+00  3.7224916e-01
  3.8816266e-02 -8.9378583e-01  3.4952372e-01  4.2200589e-01]",gun_shot
"[-2.6776810e+02  1.2732892e+02 -1.0855321e+01  1.9793066e+01
 -2.1879930e+01  2.2696999e+01 -1.4678313e+01  1.0591869e+01
 -1.6873989e+01  9.5478630e+00 -1.0272402e+01  8.0043659e+00
 -1.0450278e+01  6.8736115e+00 -1.3076143e+01  3.2000077e+00
 -7.6930075e+00 -1.2880734e-01 -1.9303038e+00 -6.0220003e-02
 -3.6745472e+00 -2.1784809e+00 -5.7912040e-01 -5.7166404e-01
 -5.8567357e+00  3.5890548e+00 -4.4791441e+00  2.7280581e+00
 -3.0832469e+00  1.7096252e+00 -8.4962022e-01 -1.0732681e+00
 -1.3098813e+00 -1.3932705e+00 -1.8309894e-01 -9.9609709e-01
 -2.4980197e+00  5.2824157e-01 -2.4421546e+00 -3.0384898e+00]",street_music
"[-2.7935577e+02  1.0497410e+02 -1.4345785e+01  2.8267300e+01
 -3.0205314e+00  1.2627015e+01 -6.9108853e+00  2.9830291e+00
 -1.1564728e+01  4.7342482e+00 -7.1539130e+00  1.0444957e+01
 -7.1366262e+00  7.9622817e+00 -6.0510149e+00  3.6590251e-01
 -7.5607767e+00  3.7238698e+00 -4.0195875e+00  1.7628230e+00
 -4.6352596e+00  4.6922083e+00  2.6623005e-01  1.7567621e+00
 -2.6305969e+00 -1.3258089e-01 -2.7940402e+00  1.3093135e-01
 -1.8959008e+00  1.7998914e-01  6.8152589e-01  3.6836764e-01
 -3.8330951e-01 -1.2694553e+00  4.2737347e-01  7.7916926e-01
  1.0349396e+00  5.8733344e-01 -7.8180397e-01 -1.8059107e+00]",children_playing
"[-3.0265607e+02  7.3238228e+01  3.7253174e+01  1.9838001e+01
 -2.4140866e+00  1.4024926e+01 -1.2285727e+00  2.6361570e+01
 -8.0211391e+00  1.6065378e+01 -1.9257283e+00  2.3339615e+01
  4.0595107e+00  2.2098593e+01 -5.1159479e-02  1.2472651e+01
 -2.4263079e+00  1.0082589e+01 -3.1461072e+00  3.4964564e+00
 -5.5022197e+00  6.1792555e+00  5.3119922e-01  9.5485630e+00
 -2.1369720e+00  6.4895754e+00 -1.7130947e+00  4.5297847e+00
 -3.0313411e+00  3.8634667e+00 -2.5930533e+00  2.1910622e+00
 -4.0874672e+00  1.2308900e+00 -3.5158043e+00  2.5433290e-01
 -2.7870662e+00 -2.9557016e-01 -1.8962157e+00  2.8019629e+00]",air_conditioner
"[-4.5351205e+02  9.0204453e+01  1.8002060e+01  3.9174244e+01
  1.0795407e+01 -1.2423189e+01 -1.7755402e+00  8.8589087e+00
 -3.6114979e+00  4.9939723e+00  7.8669310e-01  9.9104300e+00
 -1.0557324e+01  1.2232524e+01 -2.3055446e+00  5.9180512e+00
  8.8733187e+00  3.3512905e+00  5.5835805e+00  3.6035616e+00
  2.3440018e+00  2.1432850e+00  1.5214130e+00  3.8486209e+00
  5.1091439e-01  1.0966941e+00  2.3277462e+00  3.9847636e+00
  9.8775071e-01  7.6762695e+00  2.8182364e+00  2.7021155e+00
  1.4530201e+00  2.5561509e+00 -1.4172878e+00  1.2961624e+00
  4.2849925e-01 -2.7704284e-01  9.6919906e-01  1.3287308e+00]",children_playing
"[-5.3371313e+02  4.5856937e+01 -1.8074362e+01  1.5969646e+01
 -2.0636288e+01 -3.4500676e-01 -3.4123878e+01 -1.1009313e+01
 -3.6957035e+01 -1.5481166e+01 -3.5858753e+01 -1.3716771e+01
 -2.9252682e+01 -8.1755524e+00 -2.3801783e+01 -7.5995169e+00
 -1.9643208e+01 -2.6215029e+00 -1.5020737e+01 -5.7950586e-01
 -1.1393062e+01  3.8995185e-01 -1.0144047e+01 -3.4594527e-01
 -9.2744112e+00 -8.2454455e-01 -8.6748314e+00 -1.1128471e+00
 -7.7681837e+00 -1.4959994e-01 -5.8187718e+00  6.4990813e-01
 -5.6693702e+00 -1.3840842e-01 -5.1235290e+00 -4.8338187e-01
 -3.9567995e+00  2.9103398e-01 -4.2831016e+00 -4.0391752e-01]",dog_bark
"[-4.5812454e+02  1.1238168e+02  4.0225182e+00  4.0848541e+01
  9.6484480e+00  2.4583721e+01  6.5017753e+00  3.4760296e+01
 -1.8707695e+00  1.5596109e+01  5.7676964e+00  1.9873199e+01
 -5.2899972e-02  1.1150847e+01  3.9425412e-01  9.5198507e+00
  4.3709993e-01  1.3381276e+01 -4.8392076e+00  4.3639426e+00
 -2.6119378e+00  7.7340841e+00  5.3292623e+00  6.9510179e+00
  4.9712107e-01  4.0397577e+00 -1.7412974e-02  1.5118111e+00
  1.8413576e+00  3.6819088e+00 -8.8303792e-01  1.1914468e+00
  3.3897099e-01 -1.4288510e-01 -3.1057403e+00  1.9406135e+00
 -1.2200060e+00 -3.5149674e+00 -3.1192229e+00  1.2963639e+00]",engine_idling
"[-325.40286     81.40699    -34.556965     3.3028734  -11.130961
  -14.002038   -42.95556      6.04       -13.638383    -3.6565428
  -27.271559     8.907688   -25.133713    -7.697645   -14.6874695
   -6.406423   -11.733735     1.8743266  -11.508419     1.1315569
  -16.804708     1.7122192   -6.633509   -10.097394   -11.104737
    1.5317123  -10.745332    -1.4393721   -9.440458     0.66953
   -6.7793994   -5.750287    -1.904827     4.432485    -6.5521293
   -1.519926    -4.6671863   -2.1807156   -3.5696318   -4.144304 ]",dog_bark
"[-2.7309109e+02  8.8777832e+01 -4.8714417e+01  1.8007523e+01
 -2.3058872e+01  3.7297333e+01 -8.5728569e+00  2.9933622e+01
 -2.0377613e+01  4.9607892e+00 -5.2143464e+00  2.1363216e+01
 -1.6304544e+01  1.8850891e+01 -1.0265122e+01  2.2121377e+00
 -2.7227964e+00  2.5545211e+00 -6.3493156e+00  4.4605851e+00
 -1.3336711e+01 -6.0611014e+00 -5.3327889e+00 -2.0116956e+00
 -1.2211259e+01 -1.3216232e+00 -2.9899871e+00  3.6743140e+00
 -6.5610371e+00  5.1648760e-01 -7.7245302e+00  8.5223335e-01
 -5.5746961e-01  2.5562589e+00  1.3331811e-01  1.8671864e+00
  2.2300181e+00  9.5767927e-01  1.0890260e+00  5.6899447e+00]",engine_idling
"[-4.3902313e+02  1.2772647e+02  5.3620632e+01  2.5833494e+01
  8.4859571e+00  5.4453034e+00  1.2141408e+01  6.7131963e+00
  5.6135387e+00  1.2060920e+01  1.1281620e+01  8.3596735e+00
  8.1762533e+00  7.6758223e+00  8.1111040e+00  7.1488228e+00
  4.8258877e+00  2.9161150e+00  1.3879430e-01  7.3891884e-01
  3.7422242e+00  3.9219639e+00  4.9936466e+00  6.0498061e+00
  4.2939863e+00  2.5075762e+00 -1.8125646e+00 -4.1589565e+00
  1.1134365e-01  1.6635947e+00  8.6818761e-01  1.6273991e+00
  2.7629346e-02 -3.7357607e-01  2.0393493e+00  3.0249560e+00
  2.3210158e+00  1.5219120e+00  3.2090086e-01 -2.0476911e+00]",air_conditioner
"[-3.8546783e+02  1.6032774e+02 -2.0915997e+01  1.8276508e+01
 -2.6134901e+00  3.9335335e+01  1.5310309e+01  1.9915283e+01
 -6.5342431e+00  1.0926591e+01  6.5923157e+00  8.6526499e+00
 -8.5200071e+00  1.9498397e+00 -3.7585792e-01  7.4936242e+00
  1.4342812e+00 -4.5184293e+00  1.9145173e+00  3.1198416e+00
  1.0420195e+00 -3.5409698e+00  2.0086062e+00 -1.3549196e+00
  3.6982408e+00 -8.9774573e-01 -1.2757390e+00 -1.1385345e+00
  3.0129528e+00 -3.0690346e+00 -3.7062497e+00 -7.2824150e-01
 -4.7190553e-01 -2.9116755e+00 -1.3620763e+00 -5.0963753e-01
 -2.7802925e+00 -1.0403351e+00 -1.1333414e+00 -3.0118129e+00]",siren
"[-1.2884869e+02  4.3403164e+01 -4.2804508e+01  3.6730724e+01
 -2.3930319e+01  1.4876659e+01 -1.2332917e+01  6.4078078e+00
 -1.1437390e+01  8.1011810e+00 -8.5574522e+00  1.2537932e+01
 -5.3113050e+00  8.6305704e+00 -5.8394599e+00  5.0856061e+00
 -7.2225633e+00  2.2166076e+00 -7.3377366e+00  1.5859159e+00
 -6.8726053e+00  5.7882774e-01 -7.1944771e+00  5.0662629e-02
 -3.7326241e+00  1.9820782e+00 -1.7744519e+00 -1.3279424e+00
 -2.5361845e+00 -1.8049605e-01 -1.0052210e+00 -3.9038888e-01
 -1.6247202e+00 -2.2299221e+00 -2.8468850e+00 -9.8185420e-01
 -8.2074821e-01 -7.1158063e-01 -2.1626394e+00 -1.6656543e+00]",children_playing
"[-4.7883142e+02  1.0647838e+02  9.9284306e+00  3.8596786e+01
  1.2216117e+01  2.5000908e+01  6.0487370e+00  3.6523769e+01
  2.9579887e+00  1.5317101e+01  5.3214250e+00  1.9029650e+01
  5.7056270e+00  1.4747753e+01  5.2066970e+00  1.3277905e+01
  1.8424150e+00  1.1381855e+01 -4.2850261e+00  8.3954248e+00
  1.0286616e+00  5.3374801e+00  8.0983438e+00  5.7443867e+00
  2.6038730e+00  4.6100249e+00  1.9414504e+00  8.0561005e-02
  3.3937070e+00  1.6848884e+00 -4.7243452e-01  1.5298829e+00
  1.8802649e+00 -1.5993629e-01 -6.4588779e-01  1.9421436e+00
  8.9011854e-01  1.0568674e+00 -3.5936874e-03  5.9181505e-01]",engine_idling
"[-183.38892     106.79631     -22.153742     41.51192     -20.028873
   22.109175     -8.733717     20.481411    -16.334602      9.143295
  -17.910536     13.161006    -18.528015     15.917949     -7.783
    2.7209811    -5.490627     -0.63315016   -9.654126     -2.5288613
   -0.78463703    0.5696799     0.49293718    1.7766522    -8.071993
    2.6202328    -4.566464      7.306855     -5.880609     -2.794905
   -2.6163247     1.7519414    -3.0323536    -4.75956      -4.214729
   -2.5361998    -5.0015955    -1.2018706    -3.5666554    -1.1681316 ]",jackhammer
"[-19.938494   96.606674  -31.712591    9.876607   -3.039543   23.259108
  -9.800437   17.367987  -11.39705    22.44332   -15.032197    7.330841
 -11.462759    6.132643   -6.10653     8.114365   -9.658695    9.264479
  -7.502042    8.022229  -10.203028    0.9336851 -11.285163    0.798602
  -3.7734852  -0.2626787  -3.8925316  -1.2646539  -6.632732   -2.262426
  -6.147132    1.0109893  -3.4148867   3.2422824  -2.6056092  -0.7706025
  -5.793871   -2.9271135  -4.7090154   0.7809351]",jackhammer
"[-2.9661609e+02  1.2252838e+02 -4.2462082e+01  2.3874163e+01
 -2.0757542e+00  2.7015903e+01  9.2067347e+00  2.0826530e+01
 -1.6643837e+01  1.7288555e+01 -3.5328178e+00  1.0692718e+01
 -9.3645878e+00  5.3844166e+00 -4.0278215e+00  9.0054188e+00
 -8.9360847e+00  4.2159452e+00 -7.8261070e+00  6.7628613e+00
 -2.9149601e+00 -1.4289715e+00 -3.3395474e+00  3.9366236e+00
 -2.3019826e+00  2.7664764e+00 -5.5981374e+00  1.6402926e-01
 -1.5358846e+00  6.1911237e-01 -3.6141646e+00  3.4327993e-01
 -1.1736704e+00  2.3253131e+00 -1.8130797e+00  2.5973693e-01
 -7.6927865e-01  1.6323224e+00 -4.6181691e-01 -1.6226422e-02]",siren
"[-1.22044754e+02  4.97142334e+01 -3.08840536e-03  1.89648056e+01
 -6.19524670e+00  3.82076340e+01 -2.22035289e+00  4.02545090e+01
 -7.94556952e+00  8.78596401e+00 -3.11004615e+00  2.35518131e+01
 -9.08590221e+00  1.11130219e+01 -8.59099293e+00  6.71606016e+00
 -1.18022175e+01  2.95195341e+00 -5.69194841e+00  1.17766571e+00
 -4.50643253e+00  7.34186459e+00 -3.67987299e+00 -2.52866292e+00
 -2.72915697e+00  3.44055605e+00 -2.44245961e-01  1.62423158e+00
  1.26037586e+00  3.53350925e+00 -2.71342826e+00  1.24191713e+00
  3.56691217e+00 -1.76559937e+00 -2.72109294e+00  4.42912483e+00
 -1.79398680e+00  2.81051826e+00 -8.50926781e+00  9.15239525e+00]",jackhammer
"[-3.13361755e+02  6.42964706e+01 -3.46783562e+01 -5.72709036e+00
 -8.71882439e+00  2.12936935e+01  9.36814690e+00  7.39876127e+00
 -5.07314920e+00  1.68122807e+01  9.82217026e+00 -1.20224619e+00
 -2.02454472e+01  3.71841025e+00  1.04444685e+01 -2.39343548e+00
  4.10443115e+00  2.11103559e+00 -7.96939707e+00  3.21257877e+00
  5.92718780e-01 -1.01257992e+01 -1.00143397e+00 -5.05364561e+00
 -2.79255891e+00 -3.11021626e-01 -6.59183931e+00 -4.95997906e+00
 -6.52973700e+00 -6.21856272e-01 -9.14667320e+00 -6.22473431e+00
  7.24534273e-01 -2.88212180e+00 -1.14526689e+00 -2.86963677e+00
 -4.36638117e+00 -4.52907991e+00 -4.65167463e-01 -2.47926331e+00]",siren
"[-14.53358     27.439922   -64.30039      2.8150377  -38.384468
  18.354769   -15.68111     12.864822   -25.844902     9.704911
 -14.727639     1.2085932  -15.314835     5.0851865  -20.054235
   5.899882    -6.3700113    5.737025    -7.4892015    2.9763596
  -8.820544     4.4944124   -2.3735054    4.8034077   -3.1977458
   7.283656    -3.6657243    0.17458066  -3.9955013    3.818768
  -0.95425236   7.3038826    0.84522563   3.070578    -1.7588314
   9.463209     4.2868876    6.466347     1.7919815    5.0078106 ]",drilling
"[-2.1377437e+02  1.7732643e+02 -5.5052608e+01  9.8999290e+00
 -1.8411327e+01  1.8537237e+01  8.9902496e+00  1.8095385e+01
  9.0443140e-01  2.4055540e+01  1.3624865e+01  1.6769463e+01
  2.5368061e+00 -5.0771457e-01 -1.3782781e+00 -1.0497605e+00
 -2.4742565e+00 -2.5518789e+00 -4.2371488e+00  1.2076485e-01
  4.2252054e+00  1.3266952e+00  2.3485196e+00  6.9991571e-01
  2.0074964e+00  3.0009981e-02  1.8377898e+00 -1.1228502e+00
 -1.8423547e+00 -2.5913103e+00  1.5619539e+00 -8.4073985e-01
  7.5834972e-01 -2.0633526e-01  5.9736687e-01  1.4095205e+00
  2.3186996e+00 -3.0756027e-01 -3.2368751e+00 -1.9980411e-01]",siren
"[-3.36487305e+02  1.26188835e+02 -1.08136833e+00  8.12568970e+01
 -2.18210864e+00  1.85343323e+01  4.08682299e+00  2.31916561e+01
  1.22393930e+00  7.06313229e+00 -6.53237629e+00  1.09681683e+01
 -6.40445137e+00  5.21349049e+00 -5.43315077e+00 -8.22429121e-01
 -1.70145646e-01 -7.68903971e+00 -3.16835117e+00 -3.05658817e+00
  1.02398121e+00 -2.59425998e+00  7.28122234e-01 -9.19598341e-01
 -3.21191639e-01 -6.68555856e-01  1.24222553e+00 -1.32665181e+00
  3.63120914e-01 -2.06828952e+00 -1.90302396e+00 -2.11122060e+00
 -1.01999569e+00 -4.49058771e+00 -5.05772448e+00 -6.57428074e+00
 -5.91049576e+00 -6.80818462e+00 -4.09677267e+00 -2.99856615e+00]",engine_idling
"[-2.8598285e+02  1.6575194e+02  1.2359263e+01  2.7561176e+01
 -1.5120049e-01  2.8262684e+01 -6.4525437e-01  1.7478592e+01
 -1.6828792e-01  1.2078582e+01 -5.2975717e+00  1.0703544e+01
 -1.5102432e+00  9.1585407e+00 -1.8473548e+00  6.9716930e+00
 -6.7836386e-01  5.0125241e+00 -9.7818896e-02  4.4849014e+00
 -2.4073295e-01  3.1557891e+00 -4.0649015e-02  4.3798685e+00
  2.5372222e-01  5.6313264e-01  2.5969473e-01  1.6879423e+00
 -8.4351934e-02  8.6908603e-01  4.5659676e-01  5.9171462e-01
  5.5019671e-01 -7.5715268e-01  3.1158036e-01 -7.5881684e-01
  6.4795423e-01  5.5997366e-01  6.6533554e-01  5.3288716e-01]",street_music
"[-92.61332    128.92633    -15.2726755   10.290063   -21.76955
   6.3311462  -23.75985      1.2194026  -19.539694     6.1631465
 -21.325838     2.8237288  -19.735212    -4.229322   -15.213822
   0.3425269  -15.597467     3.1204774   -6.0029917    3.6377892
  -9.58429     -2.2619283   -7.01759     -1.8300494   -3.8151093
   1.3682609   -4.5119524   -2.117394    -4.5498543    0.26110065
  -6.973476    -3.9698849   -5.704691    -0.8690949   -2.160988
   2.203149    -0.17832486   0.96525955  -1.4537572    1.9795781 ]",street_music
"[ -87.742905     49.52394    -129.28452      10.903803    -15.249662
    2.6531546   -21.574682     14.787493    -14.161421     12.504668
  -18.404154      2.7334757   -11.335325      6.3703012   -14.643317
    8.564652     -8.665266      9.997229     -5.038968      2.4858696
   -1.0129023     1.7102287    -2.6567473     5.0674       -1.2370204
    2.101141     -4.0683956     3.088473     -4.100627      0.8619936
    1.4526753     3.6115515     0.31588352    0.6801923     1.306615
   -0.62083185    2.2527258     0.8300081     1.0921422     1.3479832 ]",drilling
"[-2.0615602e+02  1.3428355e+02 -2.8920374e+01  2.9955856e+01
 -7.6141772e+00  1.6303228e+01 -9.4682884e+00  1.7588678e+01
 -9.9180737e+00  1.9337873e+01 -7.0220222e+00  9.2871103e+00
 -6.7316899e+00  1.0295618e+01 -6.9069557e+00  1.0576277e+01
 -2.8230937e+00  7.9080153e+00 -5.5212698e+00  8.2256393e+00
 -2.9014678e+00  4.7494607e+00 -2.4412768e+00  2.8851547e+00
 -4.7459655e+00  2.6709900e+00 -6.6778404e-01  4.0533996e+00
 -1.6723915e+00  2.5499797e+00 -1.1080215e+00  3.2798049e+00
 -1.8385797e+00 -1.8451709e-02 -1.6950701e+00 -2.5376028e-01
 -7.1394068e-01  5.5300796e-01 -4.2600241e+00 -7.8605229e-01]",street_music
"[-149.84972     169.12509     -49.08149      31.539104    -42.649204
   21.841192      6.3478036    13.07446     -21.957726      6.0092497
   -6.54175       5.0827937   -15.015546      7.2969913    -7.812902
    2.3824315   -12.599291      0.46587306    1.9200693    -4.213917
   -5.2718554     0.81389457   -7.4856515    -3.107932     -0.8524017
   -3.7954977    -2.806064     -5.3788295    -2.8162966     0.75482744
   -2.3978982    -2.8049867    -5.6910243    -0.71809685   -4.455156
   -0.5275369    -0.96245766   -5.199087      0.27886564   -3.613148  ]",jackhammer
"[-195.65427     100.19057      33.814217     32.730125      6.1178555
   35.958893     -6.163536     33.086094    -10.417998     30.121395
   -8.856604     18.713497     -0.41354114   11.268919      2.0770519
   10.482457     -2.994732      4.815431      1.7347254     6.151638
    2.1371164    -1.9651179     3.1773062     3.1830738     2.3400748
    0.8762961     1.1591965     4.091372     -0.81265956    3.038647
   -2.7349896    -0.35970223    3.5713172    -3.3083518    -0.7219417
   -1.6297321     1.4006579    -2.3178446     0.57855976   -0.39385507]",air_conditioner
"[-1.1405794e+02  5.1027794e+01  3.7135100e+00  3.2169724e+01
 -1.4550915e+00  3.2188866e+01 -4.9247594e+00  3.4840267e+01
 -4.7032323e+00  8.3071232e-02 -6.0133600e+00  2.1870548e+01
 -1.6004362e+01  1.0164240e+01 -1.0208908e+01  7.5705738e+00
 -1.1237889e+01  2.7541721e-01 -3.5200436e+00  1.3828621e+00
 -6.5170398e+00  8.5229254e+00 -1.7159704e+00 -2.4520648e+00
  6.7745113e-01  1.5301694e+00  9.0916717e-01  8.5485689e-02
 -2.6557965e+00  5.2562580e+00 -1.5464261e+00 -3.7046003e-03
  6.3915019e+00 -3.2890124e+00 -3.5810387e+00  1.6499327e+00
 -3.9544213e+00  5.1549730e+00 -9.5297194e+00  7.7437139e+00]",jackhammer
"[-1.83591064e+02  2.72274666e+01 -2.90340614e+01  4.56649857e+01
 -1.61948032e+01  2.54458427e+01 -1.40784369e+01  1.77821312e+01
 -1.72364807e+01  2.52077317e+00 -8.42154312e+00  1.40765476e+01
 -4.61203241e+00  8.58036995e+00 -1.59843187e+01  1.37597065e+01
 -1.02416289e+00 -4.09958400e-02 -1.62313232e+01  6.70147943e+00
 -5.60917377e+00  5.62863922e+00 -4.11601210e+00  2.84640598e+00
 -2.55136132e+00  3.02109480e+00 -7.42367125e+00  9.49587536e+00
 -5.65451384e+00 -2.03588891e+00 -4.93770409e+00 -3.54851484e-01
 -1.03045560e-01  3.42471480e+00 -3.31489778e+00  8.63162875e-01
 -1.92846787e+00  2.22367024e+00  3.01464438e-01  1.94486165e+00]",jackhammer
"[-3.1644238e+02  1.8337350e+02 -1.1027711e+01  2.0184475e+01
 -8.4669294e+00  1.4889474e+01 -3.3245385e+00  1.4974815e+01
 -6.4486923e+00  2.2994113e-01 -1.2396792e+01  6.1832936e-03
 -5.2612162e+00  5.6154695e+00 -7.2503119e+00  4.0579500e+00
  8.7311018e-01  1.3323596e+00  6.2844789e-01 -2.7954545e+00
 -4.3980613e+00 -2.5027914e+00 -4.1031880e+00 -2.1020205e+00
 -9.3579543e-01  1.8187065e-02  1.7188481e+00  1.8670313e+00
  1.3339918e+00  2.5255399e+00  3.5001606e-01 -5.1592618e-01
  1.9488184e+00 -4.0547481e+00  1.0816256e+00 -2.8624898e-01
 -9.0098768e-01 -4.1456364e-02 -5.1382655e-01  9.0085888e-01]",dog_bark
"[-2.2391891e+02  1.3893509e+02 -5.5818968e+00  2.9565041e+01
 -3.8432527e+00  2.2906437e+01 -6.8061094e+00  1.9191847e+01
 -1.9552521e+00  1.9381243e+01 -9.7367954e+00  9.8926497e+00
 -7.4942183e+00  9.3617716e+00 -6.1463699e+00  7.8662729e+00
 -5.4164567e+00  9.1882010e+00 -2.4697149e+00  7.1657968e+00
 -3.2338603e+00  4.2345810e+00 -2.4891348e+00  4.4287291e+00
 -3.1667488e+00  2.1046500e+00 -2.7161536e+00  2.0647349e+00
 -1.5743341e+00  1.1470549e+00 -2.8167422e+00  9.1184503e-01
 -4.6155959e-01  5.0947571e-01 -1.7307073e+00  7.6472378e-01
 -1.2862272e+00  7.6305717e-01 -2.6135812e+00  9.8735444e-02]",children_playing
"[-6.04209442e+01  5.39999504e+01 -3.48596535e+01  3.64188461e+01
 -2.59771137e+01  1.50038805e+01  1.09764636e+00  1.44510326e+01
 -1.40039968e+01  1.32221680e+01 -7.54237890e+00  7.66194439e+00
 -1.07712116e+01  1.63341026e+01 -1.22105207e+01  5.06417513e+00
 -4.88879538e+00  6.12723541e+00 -3.91746354e+00  1.51079159e+01
 -6.42344856e+00  4.64356327e+00 -6.52735567e+00  5.51825285e+00
 -1.29715812e+00  3.46033502e+00 -6.36640906e-01  2.88052201e+00
 -4.86688995e+00  3.10782027e+00 -4.11026287e+00  1.22111869e+00
 -2.29976463e+00  4.19541264e+00 -3.63102031e+00  2.65566200e-01
 -2.22592807e+00 -3.83807055e-04  4.72533286e-01  2.93826556e+00]",drilling
"[ -50.232647     85.63083    -114.43254      23.10545     -15.913256
    8.65059     -18.68806      15.925084    -13.165804     10.97993
  -18.00953       6.5844626    -9.543213      3.735487    -20.79294
    6.54521      -9.387974      6.3248878     0.30861682    0.30934134
   -3.4761946     5.9013186    -3.0709944    -2.1724606    -1.6477947
   -2.0749893    -4.811284      1.3465517    -2.0565004    -1.8482189
    2.9878783     0.52414024   -4.2085714     4.9216857     3.4551978
    1.2644038     6.715963      4.5089946    -1.011097     10.20804   ]",drilling
"[-2.7821463e+02  1.5610617e+02 -2.3836403e+01  2.0568460e+01
 -4.9080544e+00  7.5796695e+00 -1.2542547e+01 -2.3272831e+00
 -1.2920526e+01 -1.6300244e+00 -8.7771959e+00  4.9971051e+00
 -4.1832871e+00 -7.3962307e-01 -2.1250081e+00  8.8590413e-01
 -1.0189846e+00 -1.4538036e-01  1.4733325e-01  6.1313236e-01
  2.3946702e+00  1.6180220e-01 -2.1931295e+00 -2.2193329e+00
  1.3382648e+00  4.3077807e+00  4.8897781e+00  4.9300143e-01
  1.6160496e+00  1.8270829e-01  1.1885068e+00  1.9959279e+00
  4.1698265e+00  1.6781620e+00  6.9825721e-01  3.7887523e+00
  4.6659808e+00  3.5102046e+00  2.9342954e+00  5.4482889e+00]",street_music
